source,destination,amount,label
2397,347,550.89,0
581,2952,7030.53,0
1960,808,6229.01,0
2672,219,8801.76,0
2299,652,2672.64,0
169,1428,539.91,0
540,1417,2877.37,0
2209,2775,3862.65,0
2428,688,1195.0,0
385,1323,9101.07,0
2404,1681,2372.06,0
2647,1878,7409.65,0
1609,2528,8929.42,0
1882,2819,9783.73,0
2398,915,5870.76,0
2677,1513,6641.97,0
2235,171,4130.24,0
2524,770,3576.58,0
1536,2282,4961.7,0
2705,1978,2920.23,0
2830,1526,9683.53,1
130,2462,3350.62,0
971,2678,8705.83,0
2781,1970,9780.87,0
888,2068,4415.11,0
431,1790,416.54,1
2390,574,5651.88,0
2962,2430,8561.09,0
1032,935,5688.06,1
1775,950,3187.74,0
2197,2326,235.72,0
1625,2794,3875.63,0
2709,786,3126.64,0
2260,2239,2027.31,0
1527,1744,5190.57,0
1378,262,5213.98,0
2241,1251,4446.89,0
1074,2794,6809.94,0
902,462,8895.1,0
2309,1875,5795.29,0
1031,2303,4688.99,0
2456,1835,187.98,0
2847,2059,8386.86,0
1478,803,8149.0,0
1284,1144,8210.35,0
124,463,9728.16,0
1560,2952,6078.86,0
2547,382,269.81,0
2815,1716,3909.4,0
1898,756,4215.89,0
1027,519,8350.85,0
2012,1502,790.27,0
1451,1611,6093.29,0
275,1658,7139.92,0
1286,2281,2242.21,0
392,2202,5761.18,0
2445,1570,6311.66,0
403,250,2597.68,0
1397,2996,896.59,0
1611,1165,3471.36,0
2903,1811,6021.2,0
1784,187,7802.21,0
909,306,9952.5,0
648,2891,3466.82,0
2361,996,6035.56,0
2003,594,6709.29,0
929,625,2154.37,0
1976,2968,315.92,0
2220,2635,4980.28,0
1439,1002,9821.88,0
1574,1715,9573.07,1
1583,480,6179.57,0
1965,827,8641.82,0
1054,2405,1329.99,0
2291,355,9595.4,0
2445,2659,1347.42,0
1025,1053,3995.63,0
1597,1389,8564.43,0
138,2684,407.8,0
2176,704,5887.3,0
325,2102,9604.61,0
263,96,1182.49,0
834,786,6431.36,0
2224,2451,3559.19,0
1947,1298,2516.92,0
2299,1933,711.19,0
694,1514,2607.48,0
1883,1459,660.84,0
1525,370,4311.06,0
124,2049,1516.96,0
754,592,8576.54,0
2299,1222,8151.41,0
275,2973,1573.05,0
2820,1824,2601.87,0
230,1688,7232.11,0
953,2801,2176.03,0
2298,1271,2184.11,0
1587,717,9269.64,0
1365,235,6458.81,0
68,1888,5807.19,0
1086,1970,9864.04,0
2073,608,622.54,0
857,1837,6285.24,0
1312,1653,639.51,0
2633,2361,5852.18,1
1492,1011,484.01,0
1032,1212,1296.03,0
356,230,9265.27,0
1565,2842,4818.95,0
1781,1140,878.55,0
502,530,910.8,0
2801,1626,3993.88,0
1636,2804,8159.25,1
977,5,1211.86,0
1502,331,1591.57,0
2677,1967,580.21,0
1253,230,5520.84,0
2923,866,2246.14,1
2065,2942,6746.92,0
2191,1587,5271.59,0
1621,586,8933.97,0
583,2365,1553.08,0
286,1067,302.31,0
2051,2402,6516.82,0
1218,267,2435.38,0
140,380,2742.68,0
736,2256,9247.21,0
1352,817,3507.7,0
691,991,6397.96,0
2784,2966,131.4,0
216,2801,109.19,0
2794,1118,5612.51,0
741,2301,5339.16,0
1567,2024,7121.02,0
2889,783,4236.72,0
873,1117,1434.9,0
2258,652,7815.72,0
694,1973,1277.61,0
128,1345,684.46,0
1802,91,7277.58,0
1318,94,5459.41,0
660,46,7535.18,0
1309,1375,9371.17,0
1004,2711,7653.45,0
2189,2539,6369.54,0
2711,2286,97.73,0
577,1048,6835.98,0
958,2887,3438.38,0
2795,1191,9336.49,0
68,1126,681.99,0
368,2745,4805.37,0
405,533,5368.48,0
887,554,6018.95,0
350,2372,4371.18,0
2742,2574,8929.16,0
664,2625,2753.8,0
1525,682,6065.06,0
2576,873,1268.06,0
1162,2355,5462.8,0
675,1442,6686.1,0
691,1188,2532.49,0
2682,2482,3506.84,0
2667,1753,8810.57,0
1704,113,676.44,0
1353,2771,9677.89,0
836,1254,7710.41,0
247,2450,797.35,0
409,916,8329.57,0
1116,1393,7538.21,0
68,1130,6268.76,0
2905,1603,9553.24,0
1980,101,5814.84,0
2040,1862,7924.25,0
2562,1964,1163.82,0
2917,289,1171.06,0
239,1514,6198.43,0
1736,2328,8768.14,0
2759,2408,2048.59,0
2821,1409,7913.25,0
1437,1493,5770.03,0
635,2974,9260.27,0
843,2013,8761.63,0
730,1585,8723.71,0
2306,2814,4349.3,0
2576,939,6471.93,0
884,409,5609.19,0
30,505,6929.4,0
642,2838,6650.44,0
2777,2929,321.1,0
2963,1445,5435.05,0
2120,1100,8250.86,0
2810,944,5796.96,0
2388,1414,8246.07,0
155,438,1751.18,0
928,661,874.18,0
741,2083,9355.85,0
2648,1780,3975.77,0
1547,2076,5118.57,0
330,2691,7760.72,0
1598,635,5804.2,0
137,228,9967.92,0
1935,2912,5483.53,0
2879,2437,9066.05,1
2689,2158,3397.14,0
2977,148,4030.18,0
297,1687,1228.41,0
2366,1233,5604.65,0
1639,2809,8792.63,0
2058,504,8536.36,0
1625,2999,1950.01,1
2402,1257,7151.58,0
115,2792,7409.33,0
1468,918,6154.32,0
2531,2872,2300.22,0
1323,1736,3145.62,0
607,1701,9104.43,0
1407,1783,8618.7,0
1398,2478,3248.12,0
2517,2528,8134.3,0
1299,1216,7048.16,0
761,2660,749.49,0
1583,1828,6106.24,0
2912,1052,2805.81,0
1802,2050,1268.22,0
2928,339,2157.5,0
2297,1227,7641.29,1
1473,397,9049.29,0
131,1215,9365.8,0
1288,445,4042.38,0
1830,2912,6161.01,0
1491,779,9299.84,0
2368,1309,9890.45,0
2578,2782,793.89,0
2992,149,52.39,0
1538,1521,9836.11,0
618,460,2976.52,0
1773,2907,3036.63,0
1464,1446,9610.43,0
689,522,2815.23,0
1050,182,2303.28,0
809,1412,1781.23,0
2659,1714,4210.33,0
1270,2044,7962.19,0
900,2668,7337.37,0
1063,1224,4101.94,0
251,1200,3552.61,1
825,1546,2995.33,0
2617,1931,9473.65,0
2465,2985,3946.7,0
2845,1803,1854.09,0
2924,393,591.02,0
877,2513,5544.97,0
2316,1975,5467.54,1
26,2781,8138.48,0
2018,2930,9232.25,0
1487,1719,1281.22,0
178,1246,2348.7,0
588,526,8462.01,0
641,800,6918.37,0
2530,1891,5612.9,0
597,2102,3362.08,0
819,228,3941.4,0
2829,741,9066.01,0
937,2161,9366.26,0
771,829,3603.0,0
2952,1537,8241.41,0
2118,2332,2852.01,0
1159,877,2756.59,0
2405,1490,2326.26,0
705,2131,6360.54,0
402,433,1766.81,0
143,524,3126.22,0
923,403,9426.57,0
46,1602,8896.06,0
446,551,3671.25,0
483,1640,3556.41,0
1718,1299,433.27,0
835,2535,9090.66,0
2209,92,6373.98,0
742,1046,6989.76,0
2256,2702,2248.24,0
1412,2223,3430.64,0
47,1217,9698.37,0
1269,500,2067.37,0
2296,1969,4614.47,0
1956,1502,2257.3,0
722,1648,4857.76,1
538,1005,9869.58,0
2522,687,3472.57,0
1182,1880,4581.28,0
2559,2545,262.14,0
1563,563,8695.06,0
2451,1180,1633.98,0
648,1277,3596.15,0
269,1795,6065.1,0
638,2376,8146.95,0
1108,554,808.49,0
133,852,2430.88,0
2260,1082,399.59,0
107,743,2864.8,0
1727,1822,8942.02,0
1063,925,5206.57,0
630,1439,4323.47,0
1730,2807,2841.69,0
2041,229,5082.63,0
1353,478,7106.68,0
2499,1687,7509.31,0
1875,788,8345.55,0
2375,1892,4946.07,0
1750,1671,5471.27,0
724,1245,6152.48,0
194,1239,3862.17,0
65,1445,7252.0,0
2301,2796,7421.37,0
240,718,3273.13,0
1577,2837,8259.65,0
1076,1812,1283.58,0
201,784,2240.84,0
2790,2811,2900.18,0
2942,298,160.64,0
966,796,2285.65,0
103,189,4312.11,0
2803,358,957.83,0
364,2699,1914.77,1
1661,74,6237.15,0
1877,485,2978.87,0
2832,1055,7371.04,0
69,2689,3762.24,0
1170,2691,6609.72,0
1595,2196,3948.77,0
2077,2107,5911.69,0
2810,1885,6213.43,0
1921,1790,8701.89,1
669,2000,3556.98,0
2425,951,31.81,0
2110,2585,5886.69,0
197,2313,6511.51,0
826,1474,2791.75,0
2229,542,8115.58,0
1053,240,7216.9,0
2920,363,7907.98,0
983,1610,2999.04,0
1318,995,2209.9,0
1726,2977,251.99,0
470,1839,2430.98,0
828,136,8618.45,0
432,1444,2674.59,0
609,2942,2640.03,0
1145,383,7677.36,0
1445,1864,9945.25,0
2227,1853,2397.56,0
141,720,3132.67,0
661,1214,1411.19,0
2703,773,9419.85,0
2335,2266,5421.94,0
389,1355,4522.95,0
245,2953,1180.62,0
1700,2748,5620.18,0
986,2144,7657.27,0
412,800,9899.59,0
1030,1007,706.99,0
1934,2594,3538.89,0
6,2056,2668.21,0
893,901,3790.08,1
1790,2230,8655.9,0
2115,1709,1053.4,0
1742,1001,1495.84,0
2020,1002,2733.18,0
2725,2198,650.05,0
976,2202,3150.07,0
2363,2057,7102.21,0
2242,1307,1968.57,0
2531,551,5452.16,0
1976,2500,8654.4,0
1052,965,760.15,0
417,1253,6492.68,0
1034,2635,8482.27,0
2246,1917,6832.1,0
2579,320,1128.05,0
1466,1621,4204.33,0
2562,2129,8857.0,0
335,531,6252.06,0
1843,184,4094.5,1
1502,200,8734.98,0
1221,1550,9955.33,0
1589,425,7963.66,0
2551,2395,9212.33,0
1373,1207,6620.71,0
2390,2171,3791.72,0
281,2875,9601.41,1
1763,1365,2257.93,0
2865,1258,7152.17,0
1458,1397,7491.91,0
1566,968,7130.78,1
157,1963,8771.54,0
2308,1502,1645.68,0
501,1790,1303.71,1
873,2032,7899.9,0
2587,906,1671.03,0
2609,1242,994.0,0
2484,621,5876.1,0
584,866,2091.76,1
176,967,5663.75,0
1810,2367,4424.41,0
2328,35,7842.72,0
485,1553,7711.16,0
2637,1109,7925.91,0
915,2139,2052.09,0
2893,46,3503.87,0
855,2665,4714.62,0
1484,96,866.34,0
939,2364,2139.39,0
2973,1829,323.98,0
1496,2846,3372.05,0
193,1746,6447.03,0
227,1771,733.12,0
2298,1464,7276.51,0
499,2451,540.63,0
1281,411,6570.93,0
1387,161,651.03,0
1039,767,8813.22,0
1716,2682,1735.18,0
713,2810,92.24,0
1312,404,3809.34,0
532,21,469.81,0
2608,231,8942.21,0
892,1414,7531.23,0
524,369,9147.03,0
2433,1638,7015.39,0
1462,1179,6083.23,1
478,1829,4853.44,0
1553,579,4530.39,0
1736,1551,3629.43,0
1856,1759,4918.86,0
687,689,6048.29,0
1937,1516,218.83,0
1700,1560,2404.79,0
726,2144,2160.74,0
1928,2972,4464.44,0
813,1925,4735.92,0
2706,957,4101.47,0
2962,107,9914.54,0
627,2362,3098.7,0
1338,752,7782.56,1
271,531,3675.22,0
2391,2841,1378.41,0
1190,6,4772.15,1
1238,1009,3266.08,0
1979,591,262.7,0
374,62,3202.67,0
243,2092,4706.14,0
2527,2626,1085.92,0
374,2656,7348.68,0
27,1475,6696.65,0
2934,1365,1448.27,0
2391,860,879.14,0
1393,32,6887.75,0
2291,2167,4204.26,0
1398,2233,7560.28,0
544,1552,4349.58,0
2827,809,124.44,0
1695,2974,7752.34,0
373,1374,5693.74,0
2301,359,4278.89,0
689,1581,6605.68,0
1236,2446,4269.36,1
2004,2563,6694.03,0
309,775,8094.88,0
2691,2425,1677.45,0
1050,2498,5926.28,0
900,659,3427.44,0
673,6,3522.91,1
1682,2904,3512.55,0
1432,1063,3102.99,0
539,461,7311.71,1
447,689,7758.5,0
1185,1854,7492.46,0
2243,416,6350.7,0
2727,452,6040.65,0
202,2416,4720.92,0
513,2830,2474.64,0
2079,950,5561.54,0
152,623,1053.98,0
2753,1713,8259.24,0
925,884,4106.23,0
317,1783,7334.52,0
2760,983,8064.42,0
2896,25,9030.42,0
570,19,3388.13,0
2935,177,5618.38,0
1119,54,2041.19,0
2111,2775,3278.89,0
364,744,2951.13,0
1343,2071,3440.47,1
2002,553,7330.45,0
1062,2893,9979.11,0
682,227,6196.67,0
2555,1197,998.16,1
2731,2065,3523.34,0
2355,1340,7287.26,0
1102,354,5656.77,0
2363,32,4616.26,0
2239,2273,2478.05,0
1327,2031,4726.42,0
2595,50,673.12,0
1499,1218,8594.53,0
1529,1530,3025.17,0
914,1970,4269.35,0
2327,1996,3947.28,0
786,2691,9515.31,0
1385,114,2413.74,0
1502,417,5329.92,1
1277,880,5559.52,0
2338,2666,9226.4,0
61,2812,1966.41,0
1371,2429,904.76,0
1168,1284,1170.71,0
1237,1134,663.87,0
2064,1389,620.79,0
1142,2183,707.87,0
1770,1677,9807.43,0
934,2479,7748.01,0
539,1870,5931.07,0
378,1770,8671.5,0
2407,2849,9011.16,0
1172,1122,5339.43,0
1887,982,9270.95,0
1477,21,1582.19,0
1597,2085,3487.16,0
1831,2046,3257.82,0
119,342,361.57,0
1311,2195,2179.93,0
2663,2639,7651.86,0
1877,2805,9924.78,0
1658,466,9192.52,0
1108,1060,631.88,1
515,2840,6877.04,0
1238,523,981.12,0
425,1374,5950.5,0
121,787,1733.81,0
269,2774,5247.62,0
26,1648,158.4,1
19,2459,8126.3,0
1752,504,3954.98,0
1052,1250,2000.49,0
2821,1327,8011.96,0
2671,2434,1542.62,0
958,581,6150.16,0
86,659,6696.31,0
433,572,7669.97,0
1212,2309,8850.98,0
1791,1838,7034.5,0
952,1269,6359.26,0
2709,2808,6122.12,0
2241,2807,6367.06,0
1708,580,5549.49,0
122,1553,1259.45,0
547,1387,7999.21,0
2516,881,6066.44,0
2676,1441,2182.51,0
2746,1200,2950.02,1
2222,2316,3523.9,0
5,2366,6913.82,1
2054,2167,1064.82,0
437,2994,6718.31,0
2272,887,2846.28,0
289,877,501.95,0
1581,1726,8068.15,0
1954,425,3967.51,0
911,288,293.01,0
2710,2697,1650.07,0
296,255,4910.69,0
878,921,9743.77,0
530,192,8213.31,0
1734,989,1569.92,0
2698,58,6419.85,0
832,598,9682.12,0
2491,2356,2032.29,0
1551,1042,8045.24,0
2238,1359,359.11,0
448,329,1176.21,0
1576,2489,3099.25,1
1570,1374,3952.83,0
831,1278,7789.62,0
2989,38,2309.36,0
642,2355,5041.07,0
2278,2926,9232.91,0
1800,2928,6836.82,0
889,1856,7956.62,0
234,2469,9544.9,0
1323,2114,3332.57,0
1063,989,8593.55,0
264,751,3226.46,1
663,2845,8004.13,0
1127,816,1667.25,0
2500,406,4670.61,0
2798,1150,1318.56,0
2473,954,5667.87,0
1820,2621,6925.47,0
2265,2421,4112.89,0
44,340,2560.29,0
2513,2975,900.91,0
902,1347,2768.31,0
928,2107,8868.72,0
2969,293,5383.78,0
835,197,8963.96,0
2528,1149,8232.99,0
2641,1021,8687.48,0
2186,2699,2441.88,1
1656,601,2798.28,0
205,753,6926.45,0
2174,1071,3770.24,0
352,2634,7196.71,0
693,714,8802.21,0
2501,599,3762.9,0
2020,2265,1429.1,0
811,2728,2082.09,0
2152,2047,228.6,0
2531,2056,5679.13,0
2852,1567,7773.53,0
2503,2464,2701.78,0
760,165,1890.77,0
2212,2492,4700.42,0
2010,1492,4339.39,0
551,155,1179.42,0
1344,166,4106.26,0
1145,196,316.09,1
1376,1366,6935.79,0
2579,305,9491.63,0
2514,2567,5680.54,0
1129,86,6000.98,0
1568,727,3921.9,0
1294,1458,3631.96,0
1225,1646,8350.78,0
845,2513,6545.86,0
1318,1090,7563.67,0
2147,2311,5082.05,0
2960,444,673.2,0
287,1305,5719.85,0
2213,2922,2632.49,0
494,881,101.23,0
853,392,5118.25,0
915,2074,586.18,0
2218,1622,4426.42,0
1752,2331,8519.72,0
1113,224,9245.2,0
1040,2031,8156.67,0
1951,2376,7586.49,0
1811,1314,1311.83,0
423,1566,8239.62,0
1012,1222,741.29,0
2315,1075,923.31,0
2015,401,1442.13,0
501,2166,5272.56,0
2749,2838,5500.77,0
389,2620,6247.72,0
95,881,892.9,0
115,597,8768.02,1
778,932,1340.55,0
2048,1912,8891.49,0
1619,1861,2221.21,0
2076,1789,8877.04,0
288,1073,5298.49,0
2055,2271,7497.32,0
397,136,5026.4,0
1089,472,3685.44,0
522,1921,6562.07,0
1995,1488,3798.96,0
2891,2555,2076.54,0
1289,2401,4441.69,0
536,1783,8468.31,0
1026,974,6965.95,1
2552,941,2509.38,0
2107,625,8308.11,0
1155,2849,4847.52,0
811,2114,3592.75,0
579,2303,6288.87,0
2131,352,2150.17,0
2322,1990,6091.39,0
2593,1264,4936.96,0
590,1221,2700.01,0
2364,1649,3783.12,0
669,2286,8671.43,0
39,986,6133.65,0
2678,2043,3523.71,0
2567,126,4951.18,0
2306,1986,2416.0,0
255,1474,1078.64,0
187,940,4909.02,0
1780,2421,9308.17,0
184,2206,7172.3,0
878,1382,8990.2,0
2153,1655,4765.68,0
771,2621,4394.82,0
2007,2705,5072.61,0
781,1846,3169.89,0
558,974,5006.09,1
1526,2980,8253.5,0
1304,1966,6270.2,0
1296,124,8436.46,0
2785,1290,8915.08,0
2694,22,5945.03,0
1263,2381,9838.85,0
430,1412,5533.47,0
301,1374,6189.11,0
1616,2108,8482.97,0
2933,2501,4986.95,0
849,826,3588.44,0
2432,910,6608.46,0
1096,334,2972.25,0
2987,699,841.93,0
1770,1870,3476.7,0
1979,597,7152.42,1
2026,1876,6144.21,0
76,1502,9759.03,0
413,2430,6418.25,0
941,197,421.16,0
1708,1127,5813.0,0
579,1029,2806.67,0
1023,2868,5738.1,0
847,2628,7390.74,0
1237,2860,858.74,0
1768,1202,1920.79,0
1698,1251,2370.91,0
1355,1476,8777.41,0
2283,1718,5423.97,0
2981,171,9521.67,0
1679,2165,5869.43,0
1167,865,3811.85,0
1054,585,2493.9,0
1668,2778,7523.98,0
785,2231,1518.58,0
2368,684,6321.96,0
1843,2250,8524.1,0
741,2029,6646.09,0
1401,2507,3805.49,0
2198,1055,26.97,0
2795,2533,4524.57,0
1171,2124,5930.1,0
2549,2849,738.92,0
2627,1061,2346.37,0
2410,495,2840.69,0
2073,346,1744.92,0
1346,676,6212.33,1
179,2575,8736.8,0
2602,1762,3093.71,1
1349,1075,8442.55,0
192,454,9933.33,0
2345,1864,6033.29,0
1430,2907,9137.38,0
2358,747,5750.14,1
435,2908,8584.3,0
1771,1328,9469.34,0
1124,2088,70.98,0
343,2810,6830.15,0
47,27,1509.35,0
257,2123,7308.82,0
1460,1256,582.96,0
247,52,1131.12,0
2795,627,3928.55,0
1112,1194,4138.37,0
2196,1053,2738.32,0
2607,34,4221.84,0
2143,713,4553.05,0
1576,2476,3458.74,0
954,1051,2656.66,0
2253,455,446.84,0
1831,450,5504.29,0
1698,300,1131.78,0
2741,1750,8075.1,0
2565,1799,7830.03,0
1094,902,3215.77,0
2638,272,5156.32,0
2901,163,1806.09,0
1018,6,1159.02,1
873,114,7030.81,0
2922,1539,3765.26,0
1252,819,5255.1,0
2053,67,4328.82,0
123,1796,8602.25,0
1460,2526,2557.95,0
2539,1171,6135.23,0
41,263,3295.92,0
1745,786,8373.44,0
1423,119,9163.59,0
2073,2083,5927.33,0
2578,2518,4338.08,0
543,855,5523.52,0
553,2246,797.12,0
275,648,1057.73,0
117,814,8704.5,0
135,652,4440.94,0
140,2931,3927.29,0
1891,42,2667.38,0
793,458,293.68,0
226,2561,888.5,0
1490,2792,4106.91,0
2383,2130,7407.67,0
205,1883,8676.39,0
159,2952,7333.99,0
2603,1393,1810.61,0
252,554,8884.05,0
2278,2873,352.32,0
484,2763,9274.73,1
2607,1212,2008.51,0
1128,2763,5350.3,1
2908,2590,4706.0,0
1616,2369,3557.45,0
1756,2982,2003.33,0
2306,1019,2909.73,0
1456,857,624.25,0
2799,1714,3755.86,0
2487,256,664.93,0
2809,1305,7401.18,0
254,2748,1521.51,0
1857,2925,8467.8,0
2690,808,1670.65,0
2244,460,5244.92,0
1097,1865,9108.35,0
1762,2223,7645.61,0
342,1649,5303.73,0
2769,2106,8340.31,0
2671,2293,1731.85,0
827,1735,4146.59,0
2391,2474,6627.51,0
1089,536,6583.24,0
2733,2317,8953.5,0
2161,2743,9244.07,0
1489,1576,4192.51,0
2856,1468,8488.31,0
1365,1734,1459.5,1
2861,473,4411.57,0
188,1607,4077.13,0
99,1252,9428.3,0
2336,1069,2367.83,0
2830,2778,4004.53,0
2521,672,6642.21,0
2554,655,6299.92,0
1047,1303,5731.16,0
476,1867,13.34,0
1274,705,8205.22,0
607,2832,8640.01,1
1477,159,3663.77,1
387,557,3745.57,0
2643,1189,740.82,0
203,1491,4813.73,0
2547,357,5571.52,0
1001,1212,4883.4,0
2495,2547,1623.09,0
1607,1020,4143.51,0
2702,667,8106.19,0
2299,2841,542.88,0
702,2450,6467.27,0
1393,204,3685.16,0
1680,2784,5264.02,0
1137,1065,9691.29,0
127,1037,4820.08,0
671,2497,671.59,0
1956,54,991.01,0
