source,destination,amount,label
3840,3198,1293.21,0
989,2656,9464.96,0
3302,3492,3536.8,0
803,2792,187.27,0
1426,2061,748.51,0
2688,2081,4143.07,0
746,2081,9368.64,0
654,2190,1675.7,0
3915,2641,9673.29,0
1091,3227,9755.81,0
3673,2718,329.92,0
3462,2721,3120.18,0
603,564,8659.89,0
2145,3971,1031.42,0
3568,1195,5116.95,0
2932,1556,5303.95,0
1630,2753,5467.49,0
2660,1394,4450.45,0
608,2204,2491.02,0
3955,1366,5335.42,0
3890,589,7014.68,0
2534,2704,9625.22,0
2267,376,6568.88,0
888,2424,7914.47,0
2798,3474,5004.68,0
3521,3490,8119.42,0
2351,386,751.81,0
2739,1806,5011.05,0
3604,737,7494.82,0
3236,3312,580.09,0
1889,1151,7186.51,0
55,1231,653.18,0
738,1981,3959.51,0
2301,1972,7552.03,0
2059,554,8240.49,0
521,3378,3075.76,1
1711,188,9560.44,0
3932,1390,3810.71,0
516,3451,9076.84,0
517,922,1788.8,0
3503,3594,8648.75,0
3457,1851,3675.31,0
56,1548,6391.37,0
1350,3092,1379.98,0
705,3310,2738.31,0
746,83,996.51,0
1717,849,4168.89,0
1751,859,8139.49,0
1567,230,88.4,0
2716,3204,7816.03,0
1109,765,9782.91,0
2735,893,7639.01,0
24,571,3582.91,0
3092,359,6561.99,0
1041,3852,9572.17,0
197,2252,8891.13,0
2372,3614,4677.16,0
735,3217,7531.22,0
398,1463,7557.34,0
3906,3653,1972.12,0
1773,2115,1566.01,0
1651,3429,4836.83,0
667,306,2653.2,0
202,3692,8693.26,0
3987,3239,8149.33,0
3947,3796,8368.53,0
2609,1310,1021.78,0
3348,37,1432.68,0
3313,547,1465.38,0
2635,919,3253.93,0
1980,2283,2492.05,0
1923,1608,4236.3,0
1596,2013,3382.05,0
1011,1926,922.69,0
3420,1703,1498.09,0
851,805,7636.72,0
2732,2475,6217.42,0
3196,3292,3954.32,0
3602,3007,8702.09,0
235,2490,7393.76,0
1491,217,4209.25,0
3495,3542,2472.62,0
3437,3489,3757.05,0
419,3615,1227.12,0
3649,3819,9477.64,0
898,2284,2918.35,0
1268,2767,4848.88,0
1514,3687,774.38,0
1621,2531,8120.32,0
3693,3811,3563.69,0
3902,473,7547.21,0
1049,3662,421.82,0
2620,1846,2913.53,0
3385,2136,5805.23,0
2907,1589,9376.04,0
2049,2963,7918.0,0
1770,1976,8105.9,0
2325,3540,1324.22,0
2953,2007,147.75,0
3934,3157,575.34,1
1814,233,5372.18,0
1041,2270,9176.11,0
3890,975,9366.13,0
907,1780,6020.92,0
2284,1958,8710.2,0
1869,3824,8535.71,0
2979,2375,6653.74,0
1488,948,6821.56,0
2990,1158,911.54,0
3397,226,6861.03,0
3275,1796,275.54,0
2642,99,9266.19,1
1450,2270,5052.32,0
3456,1478,2872.41,0
3117,3756,7460.23,0
1462,979,1202.1,0
234,2996,6622.01,0
1944,899,8672.59,0
2662,655,9927.75,0
719,2685,3120.09,0
